,search_url,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w1473,https://www.wine.com/list/wine/7155/59,Huber Vineyards,https://www.wine.com/product/product/markus-huber-obere-steigen-gruner-veltliner-2021/1128164,Gruner Veltliner,75,Austria,$22.99,Austria,1128164,C/I: Long Tail,In Stock,WBO30296143_2021,Markus Huber Huber Vineyards Winery Image,Wine:Product Detail:Markus Huber Obere Steigen Gruner Veltliner 2021,NY,PA,USD,22.99,5,1,5,1,winery-image,2018-02-01T23:41:35+0000,750,12.5,93,,,,,,,90,,,,,
w1474,https://www.wine.com/list/wine/7155/59,Sun Drenched Vineyard,https://www.wine.com/product/product/angeline-reserve-cabernet-sauvignon-2020/878228,Cabernet Sauvignon,151,Sonoma County,$19.99,"Sonoma County, California",878228,C/I: Long Tail,In Stock,OPI29976_2020,Angeline Sun Drenched Vineyard Winery Image,Wine:Product Detail:Angeline Reserve Cabernet Sauvignon 2020,NY,PA,USD,19.99,5,1,5,1,winery-image,2023-03-22T16:37:07+0000,750,0,92,,,,,,,,,,,,
w1475,https://www.wine.com/list/wine/7155/59,Overlooking the Vineyards,https://www.wine.com/product/product/espectacle-montsant-2019/1233690,Grenache,2,Montsant,$149.99,"Montsant, Spain",1233690,C/I: Long Tail,In Stock,SKRESESP2019_2019,Espectacle Overlooking the Vineyards Winery Image,Wine:Product Detail:Espectacle Montsant 2019,NY,PA,USD,149.99,5,1,,,winery-image,2020-06-23T13:37:24+0000,750,15.5,,,,,,,,99,,,,,
w1476,https://www.wine.com/list/wine/7155/60,Ettore Germano Winery Image,https://www.wine.com/product/product/ettore-germano-barolo-cerretta-2017/1016187,Nebbiolo,9,Barolo,$67.99,"Barolo, Piedmont, Italy",1016187,C/I: Long Tail,In Stock,SXWGMO10317_2017,Ettore Germano Winery Image,Wine:Product Detail:Ettore Germano Barolo Cerretta 2017,NY,PA,USD,67.99,5,1,,,winery-image,2018-02-01T23:41:21+0000,750,14.5,,94,,,,,,94,94,,,,
w1477,https://www.wine.com/list/wine/7155/60,Chateau des Jacques Fermentation Room,https://www.wine.com/product/product/chateau-des-jacques-moulin-a-vent-clos-de-rochegres-2020/910146,Gamay,126,Beaujolais,$43.99,"Beaujolais, Burgundy, France",910146,C/I: Long Tail,In Stock,CGM54051_2020,Chateau des Jacques - Louis Jadot Chateau des Jacques Fermentation Room Winery Image,Wine:Product Detail:Chateau des Jacques Moulin-a-Vent Clos de Rochegres 2020,NY,PA,USD,43.99,5,1,5,1,winery-image,2020-08-17T19:40:01+0000,750,14,,,91,,,,,94,,,,,
w1478,https://www.wine.com/list/wine/7155/60,Winemaker Dan Spratling ,https://www.wine.com/product/product/firestone-sauvignon-blanc-2021/1001472,Sauvignon Blanc,82,Santa Ynez Valley,$14.99,"Santa Ynez Valley, Santa Barbara, Central Coast, California",1001472,C/I: Long Tail,In Stock,PIN543319_2021,"After working as a winemaker in New Zealand, Dan felt the draw back to California and is bringing his Bordeaux-style expertise to Firestone Vineyard and the Santa Ynez Valley.  ",Wine:Product Detail:Firestone Sauvignon Blanc 2021,NY,PA,USD,14.99,5,1,5,1,winery-image,2020-04-20T20:37:48+0000,750,13.9,,,,,,,,,,,,,
w1479,https://www.wine.com/list/wine/7155/60,Force Majeure Winery Image,https://www.wine.com/product/product/force-majeure-epinette-2015/768659,Bordeaux Red Blends,24,Red Mountain,$109.99,"Red Mountain, Yakima Valley, Columbia Valley, Washington",768659,C/I: Long Tail,In Stock,ASWFMEPIN15_2015,Force Majeure Winery Image,Wine:Product Detail:Force Majeure Epinette 2015,NY,PA,USD,109.99,5,1,,,winery-image,2018-02-01T23:41:27+0000,750,15,,90,,,,,,95,94,,,,
w1480,https://www.wine.com/list/wine/7155/60,Chateau Peby Faugeres Winery Image,https://www.wine.com/product/product/chateau-peby-faugeres-futures-pre-sale-2022/1308663,Bordeaux Red Blends,6,St. Emilion,$154.97,"St. Emilion, Bordeaux, France",1308663,C/I: Luxury BDX,In Stock,FNY1308663_2022,Chateau Peby Faugeres Winery Image,Wine:Product Detail:Chateau Peby Faugeres (Futures Pre-Sale) 2022,NY,PA,USD,154.97,5,1,,,winery-image,2018-02-01T23:41:39+0000,750,0,98,,,,,,,,98,,95,,
w1481,https://www.wine.com/list/wine/7155/60,Chardonnay Vineyards,https://www.wine.com/product/product/goldschmidt-vineyard-game-ranch-cabernet-sauvignon-2019/1233495,Cabernet Sauvignon,233,Oakville,$104.99,"Oakville, Napa Valley, California",1233495,C/I: Long Tail,In Stock,TON72074_19_6PK_2019,"The factors that define a quality Chardonnay vineyard are numerous, but Nick Goldschmidt believes matching varietal and rootstock to the right vineyard site yields the most flavorful grapes. ",Wine:Product Detail:Goldschmidt Vineyard Game Ranch Cabernet Sauvignon 2019,NY,PA,USD,104.99,5,1,5,1,winery-image,2020-10-15T19:04:32+0000,750,14.2,,,,,,,,,,,,,
w1482,https://www.wine.com/list/wine/7155/60,Original Storage Tanks,https://www.wine.com/product/product/heitz-cellar-lot-c-91-cabernet-sauvignon-2017/780380,Cabernet Sauvignon,561,Napa Valley,$104.99,"Napa Valley, California",780380,C/I: MAP,In Stock,PIN567485_2017,Heitz Cellar Original Storage Tanks Winery Image,Wine:Product Detail:Heitz Cellar Lot C-91 Cabernet Sauvignon 2017,NY,PA,USD,104.99,5,1,5,1,winery-image,2020-05-28T21:57:12+0000,750,14.5,96,91,,96,,,90,92,,,,,
w1483,https://www.wine.com/list/wine/7155/60,The Castello at Dawn,https://www.wine.com/product/product/banfi-chianti-classico-riserva-2019/1220910,Sangiovese,660,Chianti Classico,$19.99,"Chianti Classico, Chianti, Tuscany, Italy",1220910,C/I: KVI,In Stock,CGM56896_2019,Castello Banfi The Castello at Dawn Winery Image,Wine:Product Detail:Banfi Chianti Classico Riserva 2019,NY,PA,USD,19.99,5,1,5,1,winery-image,2020-04-14T18:04:16+0000,750,13,,,,,,,,,,,,,
w1484,https://www.wine.com/list/wine/7155/60,"The Winemaker, Jessica Tomei",https://www.wine.com/product/product/cupcake-vineyards-sparkling-rose/348663,Sparkling Rosé,171,Italy,$13.99,Italy,348663,C/I: Popular,In Stock,PIN448379_0,"Jessica Tomei, has spent more than 10 years chasing the vines through some of the world’s finest wine regions and takes a hands-on approach to winemaking, starting in the vineyard. ",Wine:Product Detail:Cupcake Vineyards Sparkling Rose,NY,PA,USD,13.99,5,1,5,1,winery-image,2018-03-29T20:52:06+0000,750,11,,,,,,,,,,,,,
w1485,https://www.wine.com/list/wine/7155/60,Marchigue Mapa Vineyards,https://www.wine.com/product/product/marchigue-mapa-gran-reserva-cabernet-sauvignon-2021/1154980,Cabernet Sauvignon,503,Colchagua Valley,$13.99,"Colchagua Valley, Rapel Valley, Chile",1154980,C/I: Long Tail,In Stock,TON99083W_21_2021,"The Marchigue Mapa vineyards in the valley boasts a textbook wine-growing climate: warm, but cooled by ocean breezes and dry, but refreshed by rivers and occasional rainfall.",Wine:Product Detail:Marchigue Mapa Gran Reserva Cabernet Sauvignon 2021,NY,PA,USD,13.99,5,1,5,1,winery-image,2021-02-26T17:53:51+0000,750,13.5,,,,,,,,,,,,,
w1486,https://www.wine.com/list/wine/7155/60,Sun Drenched Vineyard,https://www.wine.com/product/product/angeline-reserve-pinot-noir-2021/1171427,Pinot Noir,141,Mendocino,$15.99,"Mendocino, California",1171427,C/I: Popular,In Stock,OPI29244_2021,Angeline Sun Drenched Vineyard Winery Image,Wine:Product Detail:Angeline Reserve Pinot Noir 2021,NY,PA,USD,15.99,5,1,5,1,winery-image,2023-03-22T16:37:07+0000,750,0,92,,,,,,,,,,,,
w1487,https://www.wine.com/list/wine/7155/60,Goats do Roam Winery Image,https://www.wine.com/product/product/goats-do-roam-red-2021/1102126,Rhone Red Blends,126,South Africa,$11.99,South Africa,1102126,C/I: Popular,In Stock,OPI29484_2021,Goats do Roam Winery Image,Wine:Product Detail:Goats do Roam Red 2021,NY,PA,USD,11.99,5,1,,,winery-image,2018-02-01T23:41:42+0000,750,13.5,,,,,,,,,,,,,
w1488,https://www.wine.com/list/wine/7155/60,Trénel Vineyard,https://www.wine.com/product/product/trenel-macon-villages-2021/1282010,Chardonnay,360,Macon Villages,$25.99,"Macon Villages, Maconnais, Burgundy, France",1282010,C/I: Long Tail,In Stock,TON14385_21_2021,Trenel Trénel Vineyard Winery Image,Wine:Product Detail:Trenel Macon Villages 2021,NY,PA,USD,25.99,5,1,5,1,winery-image,2023-02-09T22:47:50+0000,750,12.5,,,,,,,,,,,,,
w1489,https://www.wine.com/list/wine/7155/60,Willm  Winery Image,https://www.wine.com/product/product/willm-cremant-dalsace-blanc-de-noirs-brut/645434,Non-Vintage Sparkling Wine,1969,Alsace,$19.99,"Alsace, France",645434,C/I: Long Tail,In Stock,TON461_0,"Willm is known for producing top quality wine including their easy-drinking, well-priced wines from the Riesling grape that pairs well with shellfish, grilled seafood and white meats.",Wine:Product Detail:Willm Cremant d'Alsace Blanc de Noirs Brut,NY,PA,USD,19.99,5,1,5,1,winery-image,2020-07-14T21:35:47+0000,750,12,,,91,,,,90,,,,,,
w1490,https://www.wine.com/list/wine/7155/60,Greg Norman Estates Winery Image,https://www.wine.com/product/product/greg-norman-estates-limestone-coast-cabernet-shiraz-2019/1075288,Other Red Blends,170,Limestone Coast,$16.99,"Limestone Coast, South Australia, Australia",1075288,C/I: Popular,In Stock,CGM47794_2019,Greg Norman Estates Winery Image,Wine:Product Detail:Greg Norman Estates Limestone Coast Cabernet-Shiraz 2019,NY,PA,USD,16.99,5,1,5,1,winery-image,2019-08-20T23:23:52+0000,750,14.5,,,,,,,,,,,,,
w1491,https://www.wine.com/list/wine/7155/60,Montevetrano Winery Image,https://www.wine.com/product/product/montevetrano-rosso-2019/1307756,Other Red Blends,430,Campania,$84.99,"Campania, Italy",1307756,C/I: Long Tail,In Stock,VIYITMTT7519_2019,Montevetrano Family,Wine:Product Detail:Montevetrano Rosso 2019,NY,PA,USD,84.99,5,1,,,winery-image,2019-03-20T17:19:13+0000,750,13.5,,,,,,,,95,,,,,
w1492,https://www.wine.com/list/wine/7155/60,Domaine Roux Pere & Fils  Winery Image,https://www.wine.com/product/product/domaine-roux-pere-and-fils-chassagne-montrachet-2020/1155151,Chardonnay,599,Chassagne-Montrachet,$84.99,"Chassagne-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",1155151,C/I: Long Tail,In Stock,TON14086_20_2020,Domaine Roux is situated in the Saint Aubin village of the Côte de Beaune.,Wine:Product Detail:Domaine Roux Pere & Fils Chassagne-Montrachet 2020,NY,PA,USD,84.99,5,1,5,1,winery-image,2021-07-15T22:24:17+0000,750,13,,,,,,,,,,,,,
w1493,https://www.wine.com/list/wine/7155/60,"Seghesio, Bonded Winery No. 850",https://www.wine.com/product/product/seghesio-old-vine-zinfandel-2021/1228465,Zinfandel,110,Sonoma County,$39.99,"Sonoma County, California",1228465,C/I: Popular,In Stock,WBO30307922_2021,"Seghesio Family Vineyards was one of only a handful of wineries to survive Prohibition in Sonoma County and today we are Bonded Winery No. 850!
",Wine:Product Detail:Seghesio Old Vine Zinfandel 2021,NY,PA,USD,39.99,5,1,,,winery-image,2023-01-12T23:59:04+0000,750,15,,94,,,,,,,,,,,
w1494,https://www.wine.com/list/wine/7155/60,Luigi Oddero  Winery Image,https://www.wine.com/product/product/luigi-oddero-barolo-2017/1327709,Nebbiolo,125,Barolo,$57.99,"Barolo, Piedmont, Italy",1327709,C/I: Direct Import,In Stock,RTLODBT171_2017,Luigi Oddero  Winery Image,Wine:Product Detail:Luigi Oddero Barolo 2017,NY,PA,USD,57.99,5,1,,,winery-image,2019-02-28T23:04:47+0000,750,14.5,,,,,,,95,93,,,,,
w1495,https://www.wine.com/list/wine/7155/60,Le Petit Silex  Winery Image,https://www.wine.com/product/product/le-petit-silex-sancerre-2022/1371022,Sauvignon Blanc,383,Sancerre,$28.99,"Sancerre, Loire, France",1371022,C/I: Long Tail,In Stock,TON12358_22_2022,This small wine district in central France overlooks the Loire Valley river which helps to temper this cool climate.,Wine:Product Detail:Le Petit Silex Sancerre 2022,NY,PA,USD,28.99,5,1,5,1,winery-image,2020-07-10T02:37:42+0000,750,12,,,,,,,,,,,,,
w1496,https://www.wine.com/list/wine/7155/60,Quinta do Portal  Winery Image,https://www.wine.com/product/product/quinta-do-portal-reserva-tinto-2017/805289,Other Red Blends,43,Douro,$29.99,"Douro, Portugal",805289,C/I: Long Tail,In Stock,EDV132383_2017_2017,Quinta do Portal  Winery Image,Wine:Product Detail:Quinta do Portal Reserva Tinto 2017,NY,PA,USD,29.99,5,1,5,1,winery-image,2020-03-18T19:44:30+0000,750,14.5,,93,,,,,,92,,,,,
w1497,https://www.wine.com/list/wine/7155/60,Lorenzo and Hailey Trefethen,https://www.wine.com/product/product/trefethen-dry-riesling-2022/1228458,Riesling,407,Oak Knoll District,$23.99,"Oak Knoll District, Napa Valley, California",1228458,C/I: Popular,In Stock,WBO30299666_2022,Trefethen Vineyards Lorenzo and Hailey Trefethen Winery Image,Wine:Product Detail:Trefethen Dry Riesling 2022,NY,PA,USD,23.99,5,1,,,winery-image,2023-03-06T14:30:38+0000,750,12,93,,,,,,,,,,,,
w1498,https://www.wine.com/list/wine/7155/60,Landslide Vineyard,https://www.wine.com/product/product/simi-california-cabernet-sauvignon-2021/1193698,Cabernet Sauvignon,1279,California,$21.99,California,1193698,C/I: KVI,In Stock,PIN581010_2021,Simi Landslide Vineyard Winery Image,Wine:Product Detail:Simi California Cabernet Sauvignon 2021,NY,PA,USD,21.99,5,1,,,winery-image,2018-03-30T23:05:13+0000,750,13.5,,,,,,,,,,,,,
w1499,https://www.wine.com/list/wine/7155/60,Winemaker Yamil Sales,https://www.wine.com/product/product/franciscan-estate-cabernet-sauvignon-2021/1289832,Cabernet Sauvignon,617,California,$14.99,California,1289832,C/I: KVI,In Stock,CGM57775_2021,"Yamil Sales, a native of Mendoza, Argentina, always knew he wanted to be a winemaker, and says “In Mendoza, life revolves around wine.” ",Wine:Product Detail:Franciscan Estate Cabernet Sauvignon 2021,NY,PA,USD,14.99,5,1,,,winery-image,2019-02-23T01:10:18+0000,750,14.2,,,,,,,,,,,,,
w1500,https://www.wine.com/list/wine/7155/60,Canoe Ridge Estates,https://www.wine.com/product/product/chateau-ste-michelle-indian-wells-vineyard-merlot-2019/1111056,Merlot,596,Columbia Valley,$18.99,"Columbia Valley, Washington",1111056,C/I: KVI,In Stock,PIN559199_2019,"Canoe Ridge Estates wines have earned scores of 90 or higher on more than 40 of their wines; Chardonnay, Cabernet Sauvignon and Merlot have received Wine Spectator “Top 100” honors.",Wine:Product Detail:Chateau Ste. Michelle Indian Wells Vineyard Merlot 2019,NY,PA,USD,18.99,5,1,5,1,winery-image,2022-12-21T23:37:04+0000,750,14.5,,,90,,,,,,,,,,
w1501,https://www.wine.com/list/wine/7155/61,The Dickinson House,https://www.wine.com/product/product/eden-rift-terraces-pinot-noir-2018/938572,Pinot Noir,198,Cienega Valley,$67.99,"Cienega Valley, Central Coast, California",938572,C/I: Long Tail,In Stock,TON72595_18_2018,"Built in 1906, The Dickinson House today serves as the residence of Eden Rift proprietor, Christian Pillsbury.",Wine:Product Detail:Eden Rift Terraces Pinot Noir 2018,NY,PA,USD,67.99,5,1,5,1,winery-image,2018-04-17T21:30:20+0000,750,13.9,94,,,,,94,94,92,,,,,
w1502,https://www.wine.com/list/wine/7155/61,The Cellars,https://www.wine.com/product/product/billecart-salmon-brut-reserve-375ml-half-bottle/25059,Non-Vintage Sparkling Wine,3,Champagne,$35.99,"Champagne, France",25059,C/I: Exception,In Stock,TEWFR102B_0,Billecart-Salmon The Cellars Winery Image,Wine:Product Detail:Billecart-Salmon Brut Reserve (375ML half-bottle),NY,PA,USD,35.99,5,1,5,1,winery-image,2019-03-04T21:38:04+0000,375,12,92,,,,,,90,,,,,,
w1503,https://www.wine.com/list/wine/7155/61,Astrolabe  Winery Image,https://www.wine.com/product/product/astrolabe-marlborough-sauvignon-blanc-2022/1193811,Sauvignon Blanc,125,Marlborough,$18.99,"Marlborough, New Zealand",1193811,C/I: Popular,In Stock,OPI76529_2022,Winemaker Simon Waghorn samples Pinot Noir in the barrel room. Simon has been honing his winemaking talents for over 40 years.,Wine:Product Detail:Astrolabe Marlborough Sauvignon Blanc 2022,NY,PA,USD,18.99,5,1,5,1,winery-image,2020-07-01T19:30:13+0000,750,13,90,,,,,,,,,,,,
w1504,https://www.wine.com/list/wine/7155/61,Domaine Weinbach Winery Image,https://www.wine.com/product/product/domaine-weinbach-schlossberg-grand-cru-riesling-2020/1112994,Riesling,64,Alsace,$79.99,"Alsace, France",1112994,C/I: Long Tail,In Stock,PIN534450_2020,Domaine Weinbach Winery Image,Wine:Product Detail:Domaine Weinbach Schlossberg Grand Cru Riesling 2020,NY,PA,USD,79.99,5,1,,,winery-image,2019-03-06T23:14:31+0000,750,0,97,,,,,,,94,,,,,
w1505,https://www.wine.com/list/wine/7155/61,Beaune Greves Vigne de l'Enfant Jesus,https://www.wine.com/product/product/bouchard-pere-and-fils-meursault-les-clous-2018/608582,Chardonnay,10,Meursault,$74.99,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",608582,C/I: Long Tail,In Stock,PIN968057_2018,"In 1791, after the French Revolution, when the Church properties were sold, Bouchard Père & Fils won the bid for this vineyard of almost 4 ha, situated in the heart of Beaune Grèves’ appellation, and still holds the exclusivity today.",Wine:Product Detail:Bouchard Pere & Fils Meursault Les Clous 2018,NY,PA,USD,74.99,5,1,,,winery-image,2018-10-19T18:04:06+0000,750,13,93,,91,,,,,91,,,,,
w1506,https://www.wine.com/list/wine/7155/61,Sisters Maria and Luisa Ponzi,https://www.wine.com/product/product/ponzi-reserve-pinot-noir-2018/1181661,Pinot Noir,26,Chehalem Mountains,$79.99,"Chehalem Mountains, Willamette Valley, Oregon",1181661,C/I: Popular,In Stock,VNT0500030018_03_2018,Ponzi Sisters Maria and Luisa Ponzi Winery Image,Wine:Product Detail:Ponzi Reserve Pinot Noir 2018,NY,PA,USD,79.99,5,1,5,1,winery-image,2018-09-20T17:31:27+0000,750,14.2,95,92,,,,,93,95,,,,,
w1507,https://www.wine.com/list/wine/7155/61,Wahluke Vineyard,https://www.wine.com/product/product/k-vintners-el-jefe-2018/762308,Tempranillo,9,Wahluke Slope,$58.99,"Wahluke Slope, Columbia Valley, Washington",762308,C/I: Long Tail,In Stock - Last Call,OPI93389_2018,K Vintners Wahluke Vineyard Winery Image,Wine:Product Detail:K Vintners El Jefe 2018,NY,PA,USD,58.99,5,1,,,winery-image,2018-10-15T22:29:36+0000,750,14,92,,,,,,,93,,,,,
w1508,https://www.wine.com/list/wine/7155/61,Contadi Castaldi Cellar,https://www.wine.com/product/product/contadi-castaldi-franciacorta-rose/591016,Sparkling Rosé,580,Lombardy,$27.99,"Lombardy, Italy",591016,C/I: Long Tail,In Stock,TON83451_NV_0,Contadi Castaldi Contadi Castaldi Cellar Winery Image,Wine:Product Detail:Contadi Castaldi Franciacorta Rose,NY,PA,USD,27.99,5,1,5,1,winery-image,2020-02-21T17:21:48+0000,750,12.5,90,,,,,,,90,,,,,
w1509,https://www.wine.com/list/wine/7155/61,Tenuta Guado al Tasso  Winery Image,https://www.wine.com/product/product/tenuta-guado-al-tasso-il-bruciato-2021/1184802,Bordeaux Red Blends,606,Bolgheri,$32.99,"Bolgheri, Tuscany, Italy",1184802,C/I: Popular,In Stock,PIN577763_2021,Tenuta Guado al Tasso  Winery Image,Wine:Product Detail:Tenuta Guado al Tasso Il Bruciato 2021,NY,PA,USD,32.99,5,1,5,1,winery-image,2018-10-12T00:10:39+0000,750,0,,,,,,,,,,,,,
w1510,https://www.wine.com/list/wine/7155/61,"Sashi Moorman, Partner and Winemaker",https://www.wine.com/product/product/sandhi-central-coast-chardonnay-2021/1067944,Chardonnay,60,Central Coast,$23.99,"Central Coast, California",1067944,C/I: Long Tail,In Stock,SKRUSSDH0121_2021,"Sandhi Sashi Moorman, Partner and Winemaker Winery Image",Wine:Product Detail:Sandhi Central Coast Chardonnay 2021,NY,PA,USD,23.99,5,1,5,1,winery-image,2020-07-10T17:15:41+0000,750,13,,,,,,,,,,,,,
w1511,https://www.wine.com/list/wine/7155/61,Domaine Paul Buisse  Winery Image,https://www.wine.com/product/product/domaine-paul-buisse-touraine-sauvignon-2022/1254787,Sauvignon Blanc,1208,Touraine,$14.99,"Touraine, Loire, France",1254787,C/I: Long Tail,In Stock,PIN581374_2022,"Pierre Chanier, owner of Domaine Paul Buisse.",Wine:Product Detail:Domaine Paul Buisse Touraine Sauvignon 2022,NY,PA,USD,14.99,5,1,,,winery-image,2020-04-07T16:25:17+0000,750,13,,,,,,,,,,,,,
w1512,https://www.wine.com/list/wine/7155/61,The Winery in Winter,https://www.wine.com/product/product/trimbach-cuvee-frederic-emile-riesling-2014/1097777,Riesling,27,Alsace,$114.99,"Alsace, France",1097777,C/I: Popular,In Stock,EDV110936_2014_2014,Trimbach The Winery in Winter Winery Image,Wine:Product Detail:Trimbach Cuvee Frederic Emile Riesling 2014,NY,PA,USD,114.99,5,1,,,winery-image,2019-06-07T23:09:13+0000,750,13.5,96,95,,,,,,94,,,,,
w1513,https://www.wine.com/list/wine/7155/61,Pulenta Estate Barrel Room,https://www.wine.com/product/product/pulenta-xi-gran-cabernet-franc-2018/762835,Cabernet Franc,210,Argentina,$45.99,Argentina,762835,C/I: Long Tail,In Stock,PIN532696_2018,"Elegant, of great structure and with an unmistakable aroma... so are the wines of Pulenta estate. Made with the wisdom that Angelo Pulenta brought from Italy.",Wine:Product Detail:Pulenta XI Gran Cabernet Franc 2018,NY,PA,USD,45.99,5,1,5,1,winery-image,2019-09-27T16:41:49+0000,750,14.5,,,,,,,,,,,,,
w1514,https://www.wine.com/list/wine/7155/61,2022 Sauvignon Blanc,https://www.wine.com/product/product/alexis-lichine-sauvignon-blanc-2022/1339450,Sauvignon Blanc,617,Languedoc,$10.99,"Languedoc, South of France, France",1339450,C/I: Long Tail,In Stock,TON14167_22_2022,"Alexis Lichine Sauvignon Blanc 2022 from Languedoc, South of France, France - Elegant and refined, this 100% Sauvignon blanc from the Languedoc region of Southern France. Displays pleasant notes of fruit, apricots, and apples as well as g...",Wine:Product Detail:Alexis Lichine Sauvignon Blanc 2022,NY,PA,USD,10.99,5,1,5,1,,,750,12,,,,,,,,,,,,,
w1515,https://www.wine.com/list/wine/7155/61,The Cellar Door,https://www.wine.com/product/product/casillero-del-diablo-cabernet-sauvignon-2021/1188656,Cabernet Sauvignon,698,Chile,$9.99,Chile,1188656,C/I: KVI,In Stock,CGM544248_2021,Casillero del Diablo The Cellar Door Winery Image,Wine:Product Detail:Casillero del Diablo Cabernet Sauvignon 2021,NY,PA,USD,9.99,5,1,5,1,winery-image,2020-05-20T20:02:07+0000,750,0,,,,,,,,,,,,,
w1516,https://www.wine.com/list/wine/7155/61,"La Grande Dame, the Glory of Pinot Noir",https://www.wine.com/product/product/veuve-clicquot-brut-rose-15-liter-magnum/150710,Sparkling Rosé,154,Champagne,$189.97,"Champagne, France",150710,C/I: Exception,In Stock,CGM14637_0,"More than 200 years ago, Madame Clicquot was already particularly fond of this grape variety. The predominance of Pinot Noir marks out the style of Veuve Clicquot, and has become the signature of the House.​",Wine:Product Detail:Veuve Clicquot Brut Rose (1.5 Liter Magnum),NY,PA,USD,189.97,5,1,5,1,winery-image,2022-07-19T00:16:26+0000,1500,12.5,92,90,,90,,93,,,,,,,
w1517,https://www.wine.com/list/wine/7155/61,Solari Family Vineyard Calistoga,https://www.wine.com/product/product/the-prisoner-wine-company-the-prisoner-red-blend-15-liter-magnum-2019/681086,Other Red Blends,5,California,$119.99,California,681086,C/I: Exception,In Stock,PIN529967_2019," Bruno Solari and his four siblings, Giulia, Dana, Tony and Kelley are 3rd generation farmers in Calistoga.",Wine:Product Detail:The Prisoner Wine Company The Prisoner Red Blend (1.5 Liter Magnum) 2019,NY,PA,USD,119.99,5,1,5,1,winery-image,2020-03-12T20:28:24+0000,1500,0,,,93,,,,,,,,,,
w1518,https://www.wine.com/list/wine/7155/61,Pieropan Cellar,https://www.wine.com/product/product/pieropan-soave-classico-la-rocca-2021/1268466,Garganega,306,Soave,$46.99,"Soave, Veneto, Italy",1268466,C/I: Long Tail,In Stock,CGM57393_2021,Pieropan Pieropan Cellar Winery Image,Wine:Product Detail:Pieropan Soave Classico La Rocca 2021,NY,PA,USD,46.99,5,1,,,winery-image,2019-02-28T19:11:06+0000,750,13,95,,,,,,,,,,,,
w1519,https://www.wine.com/list/wine/7155/61,Sustainable Farming,https://www.wine.com/product/product/lecole-41-columbia-valley-syrah-2019/1078864,Syrah/Shiraz,154,Columbia Valley,$28.99,"Columbia Valley, Washington",1078864,C/I: Popular,In Stock,WBO30291721_2019,"Today we are at the forefront of sustainable farming in the Walla Walla Valley, notably with our Estate Ferguson and Estate Seven Hills Vineyards, both of which are certified sustainable and certified Salmon Safe.",Wine:Product Detail:L'Ecole 41 Columbia Valley Syrah 2019,NY,PA,USD,28.99,5,1,5,1,winery-image,2018-04-27T22:55:25+0000,750,15,,92,,,,,91,,90,,,,
w1520,https://www.wine.com/list/wine/7155/61,Olivier Leflaive Winery Image,https://www.wine.com/product/product/olivier-leflaive-meursault-2020/1150808,Chardonnay,1,Meursault,$129.99,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",1150808,C/I: Long Tail,In Stock,WLD17662_2020,Olivier Leflaive Winery Image,Wine:Product Detail:Olivier Leflaive Meursault 2020,NY,PA,USD,129.99,5,1,,,winery-image,2019-03-07T22:44:09+0000,750,13.5,,,,,,,,,,,,,
w1521,https://www.wine.com/list/wine/7155/61,Beeson Ranch,https://www.wine.com/product/product/dry-creek-vineyard-cabernet-sauvignon-2019/1067928,Cabernet Sauvignon,217,Dry Creek Valley,$34.99,"Dry Creek Valley, Sonoma County, California",1067928,C/I: Popular,In Stock,PIN549475_2019,"o	Planted in 1882 by Italian immigrants, Beeson Ranch is one of Dry Creek Valley’s oldest and most prized vineyards. The old, gnarled vines provide some of our most intriguing Zinfandel grapes and stand as a testament to the history of the appellation.",Wine:Product Detail:Dry Creek Vineyard Cabernet Sauvignon 2019,NY,PA,USD,34.99,5,1,5,1,winery-image,2018-03-15T23:21:24+0000,750,14.1,,,91,,,92,92,,,,,,
w1522,https://www.wine.com/list/wine/7155/61,Bailly-Lapierre Winery Image,https://www.wine.com/product/product/bailly-lapierre-brut-reserve/135956,Non-Vintage Sparkling Wine,1342,Burgundy,$19.99,"Burgundy, France",135956,C/I: Long Tail,In Stock,REG8450017NV_0,Bailly-Lapierre Winery Image,Wine:Product Detail:Bailly-Lapierre Brut Reserve,NY,PA,USD,19.99,5,1,5,1,winery-image,2018-02-01T23:41:30+0000,750,12,,,,,,,,,,,,,
w1523,https://www.wine.com/list/wine/7155/61,Barrel Room,https://www.wine.com/product/product/chateau-greysac-2016/780960,Bordeaux Red Blends,29,Medoc,$27.99,"Medoc, Bordeaux, France",780960,C/I: Exception,In Stock,EDV110508_2016_2016,Chateau Greysac Barrel Room Winery Image,Wine:Product Detail:Chateau Greysac 2016,NY,PA,USD,27.99,5,1,5,1,winery-image,2018-05-11T19:17:07+0000,750,13.5,90,,,,,,,,,,,,
