,search_url,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w339,https://www.wine.com/list/wine/wine-spectator/7155-202/14,Tod Mostero,https://www.wine.com/product/product/dominus-napanook-vineyard-2019/979593,Bordeaux Red Blends,67,Yountville,$104.99,"Yountville, Napa Valley, California",979593,C/I: Long Tail,In Stock,CGM53754_2019,"Director of Viticulture and Winemaking, the French connection runs strong through Mostero, who studied in Bordeaux and trained at Château Haut-Brion, Domaine de la Romanée-Conti and Établissements Jean-Pierre Moueix. ",Wine:Product Detail:Dominus Napanook Vineyard 2019,NY,PA,USD,104.99,5,1,5,1,winery-image,2019-02-14T01:14:04+0000,750,14.5,96,93,94,,,,,93,92,,94,,
w340,https://www.wine.com/list/wine/wine-spectator/7155-202/14,Oak Casks,https://www.wine.com/product/product/roederer-estate-lermitage-2015/708987,Vintage Sparkling Wine,22,Anderson Valley,$79.99,"Anderson Valley, Mendocino, California",708987,C/I: Popular,In Stock,CGM50182_2015,"As the winemaker carefully ranks the wines from each harvest, some of the finest lots are selected for further aging in French oak casks. While kept in these large wood tanks, the wine develops in complexity. ",Wine:Product Detail:Roederer Estate L'Ermitage 2015,NY,PA,USD,79.99,5,1,5,1,winery-image,2018-04-10T17:02:19+0000,750,12.4,97,94,,,,92,96,91,,,,94,
w341,https://www.wine.com/list/wine/wine-spectator/7155-202/14,Chablis Vineyards,https://www.wine.com/product/product/william-fevre-chablis-vaillons-premier-cru-2020/1133128,Chardonnay,4,Chablis,$84.99,"Chablis, Burgundy, France",1133128,C/I: Popular,In Stock,PIN560992_2020,William Fevre Chablis Vineyards Winery Image,Wine:Product Detail:William Fevre Chablis Vaillons Premier Cru 2020,NY,PA,USD,84.99,5,1,,,winery-image,2018-11-27T02:00:05+0000,750,0,,93,,,,,,93,,,,,
w342,https://www.wine.com/list/wine/wine-spectator/7155-202/14,Giovanni Sordo Cellar,https://www.wine.com/product/product/giovanni-sordo-barolo-perno-2017/1150777,Nebbiolo,457,Barolo,$46.99,"Barolo, Piedmont, Italy",1150777,C/I: Long Tail,In Stock,TRIPI6460_2017,Giovanni Sordo Giovanni Sordo Cellar Winery Image,Wine:Product Detail:Giovanni Sordo Barolo Perno 2017,NY,PA,USD,46.99,5,1,,,winery-image,2020-01-02T19:53:05+0000,750,14.5,92,94,,,,,,,93,,,,
w343,https://www.wine.com/list/wine/wine-spectator/7155-202/14,Leclerc Briant Cellars,https://www.wine.com/product/product/champagne-leclerc-briant-brut-rose/858978,Sparkling Rosé,65,Champagne,$89.99,"Champagne, France",858978,C/I: Long Tail,In Stock,WBO30193951_0,The cellars below the Leclerc Briant house include three levels that descend 115 feet underground into the chalk-based soil. The humidity and low temperature provide the ideals conditions for aging the winery’s reserve champagne.,Wine:Product Detail:Champagne Leclerc Briant Brut Rose,NY,PA,USD,89.99,5,1,,,winery-image,2021-12-14T18:32:55+0000,750,12,,90,93,,,91,,,,,,,
w344,https://www.wine.com/list/wine/wine-spectator/7155-202/14,Pazo de Barrantes Winery Image,https://www.wine.com/product/product/pazo-de-barrantes-albarino-2019/846354,Albarino,265,Rias Baixas,$61.99,"Rias Baixas, Spain",846354,C/I: Long Tail,In Stock,CGM53096_2019,Pazo de Barrantes Winery Image,Wine:Product Detail:Pazo de Barrantes Albarino 2019,NY,PA,USD,61.99,5,1,5,1,winery-image,2019-02-14T18:56:23+0000,750,13.5,92,91,,,,,,94,,,,,
w345,https://www.wine.com/list/wine/wine-spectator/7155-202/14,Chateau Leoville Las Cases Winery Image,https://www.wine.com/product/product/chateau-leoville-las-cases-15-liter-magnum-2018/520577,Bordeaux Red Blends,13,St-Julien,$619.99,"St-Julien, Bordeaux, France",520577,C/I: Luxury BDX,In Stock,BAN520577_2018,Chateau Leoville Las Cases Winery Image,Wine:Product Detail:Chateau Leoville Las Cases (1.5 Liter Magnum) 2018,NY,PA,USD,619.99,5,1,,,winery-image,2018-02-01T23:41:51+0000,1500,14.49,99,97,,99,,,98,99,100,,,,
w346,https://www.wine.com/list/wine/wine-spectator/7155-202/14,Penfolds Chief Winemaker Peter Gago ,https://www.wine.com/product/product/penfolds-st-henri-shiraz-2018/938045,Syrah/Shiraz,172,Australia,$169.99,Australia,938045,C/I: Long Tail,In Stock,CGM52704_2018,In 2002 Peter became the fourth ever Chief Winemaker for Penfolds.,Wine:Product Detail:Penfolds St. Henri Shiraz 2018,NY,PA,USD,169.99,5,1,,,winery-image,2020-10-30T19:20:10+0000,750,0,99,93,,,,92,,97,,,,,
w347,https://www.wine.com/list/wine/wine-spectator/7155-202/14,Vinification,https://www.wine.com/product/product/domaine-de-la-janasse-chateauneuf-du-pape-cuvee-chaupin-2020/1095862,Rhone Red Blends,44,Chateauneuf-du-Pape,$95.99,"Chateauneuf-du-Pape, Rhone, France",1095862,C/I: Exception,In Stock,IPOPI_EC6393_2020,"Each plot, each tank is a different case and vinification must be adapted to the grapes and daily tastings. ",Wine:Product Detail:Domaine de la Janasse Chateauneuf-du-Pape Cuvee Chaupin 2020,NY,PA,USD,95.99,5,1,,,winery-image,2018-08-30T19:35:34+0000,750,15.5,,94,,98,,,,95,99,,,,
w348,https://www.wine.com/list/wine/wine-spectator/7155-202/14,The Cellar,https://www.wine.com/product/product/marchesi-di-barolo-barolo-cannubi-2014/628527,Nebbiolo,2,Barolo,$119.99,"Barolo, Piedmont, Italy",628527,C/I: Popular,In Stock,WLD10942_2014,"Marchesi di Barolo historical cellars are located in the town of Barolo, in the building overlooking the Castle of the Marquis Falletti. It is here that more than 200 years ago the Abbona's began producing wine.",Wine:Product Detail:Marchesi di Barolo Barolo Cannubi 2014,NY,PA,USD,119.99,5,1,5,1,winery-image,2018-06-27T19:58:54+0000,750,14,94,90,95,,,,,92,,,,,
w349,https://www.wine.com/list/wine/wine-spectator/7155-202/14,Sustainable Farming,https://www.wine.com/product/product/lecole-41-columbia-valley-cabernet-sauvignon-2019/1070620,Cabernet Sauvignon,792,Columbia Valley,$34.99,"Columbia Valley, Washington",1070620,C/I: Long Tail,In Stock,WBO30284435_2019,"Today we are at the forefront of sustainable farming in the Walla Walla Valley, notably with our Estate Ferguson and Estate Seven Hills Vineyards, both of which are certified sustainable and certified Salmon Safe.",Wine:Product Detail:L'Ecole 41 Columbia Valley Cabernet Sauvignon 2019,NY,PA,USD,34.99,5,1,5,1,winery-image,2018-04-27T22:55:25+0000,750,14.5,,91,,,,90,91,,,,92,,
w350,https://www.wine.com/list/wine/wine-spectator/7155-202/14,The Hills of Chianti,https://www.wine.com/product/product/viticcio-chianti-classico-riserva-2017/628038,Sangiovese,4406,Chianti Classico,$32.99,"Chianti Classico, Chianti, Tuscany, Italy",628038,C/I: Long Tail,In Stock,TRIPI9601_2017_2017,Viticcio The Hills of Chianti Winery Image,Wine:Product Detail:Viticcio Chianti Classico Riserva 2017,NY,PA,USD,32.99,5,1,5,1,winery-image,2018-02-01T23:41:40+0000,750,14,92,94,,,,,,91,,,,,
w351,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Fonseca Port Aging Vat,https://www.wine.com/product/product/fonseca-bin-no-27-port/1515,Port,619,Douro,$18.99,"Douro, Portugal",1515,C/I: KVI,In Stock,CGM55760_0,Fonseca Fonseca Port Aging Vat Winery Image,Wine:Product Detail:Fonseca Bin No. 27 Port,NY,PA,USD,18.99,5,1,5,1,winery-image,2018-03-03T22:51:11+0000,750,20,,90,,93,,92,,,,,,,91
w352,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Charles Krug Winery Entrance,https://www.wine.com/product/product/charles-krug-family-reserve-generations-2018/872126,Bordeaux Red Blends,157,Napa Valley,$63.99,"Napa Valley, California",872126,C/I: Popular,In Stock,PIN536047_2018,Charles Krug Charles Krug Winery Entrance Winery Image,Wine:Product Detail:Charles Krug Family Reserve Generations 2018,NY,PA,USD,63.99,5,1,5,1,winery-image,2019-12-19T22:49:52+0000,750,14.9,93,91,94,,,,,91,,,,,
w353,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Baron Albert Frère and Bernard Arnault,https://www.wine.com/product/product/chateau-cheval-blanc-2016/202282,Bordeaux Red Blends,6,St. Emilion,$959.99,"St. Emilion, Bordeaux, France",202282,C/I: Luxury BDX,In Stock,FNY202282_2016,"Two old friends and lovers of great wine, joined forces to became the owners of this fabled Chateau in Saint-Emilion. They injected a dynamic new spirit, while respecting the Chateau's history and existing facilities. ",Wine:Product Detail:Chateau Cheval Blanc 2016,NY,PA,USD,959.99,5,1,5,1,winery-image,2018-10-18T17:08:04+0000,750,14,99,97,,98,,,97,100,97,,,,
w354,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Las Amigas Vineyard,https://www.wine.com/product/product/domaine-carneros-carneros-pinot-noir-2018/781174,Pinot Noir,5,Carneros,$39.99,"Carneros, California",781174,C/I: Popular,In Stock,CGM51508_2018,"Planted in 2017, 1/2 to Pinot Noir and 1/2 to Chardonnay. Located on the Western end of Las Amigas Road, the vines look right out at the San Pablo Bay and gleefully absorb the bay’s cool breezes that consistently blow through.",Wine:Product Detail:Domaine Carneros Carneros Pinot Noir 2018,NY,PA,USD,39.99,5,1,5,1,winery-image,2023-04-12T21:32:13+0000,750,14.2,92,91,,,,,,,,,,,
w355,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Patrick Doucet,https://www.wine.com/product/product/chateau-suduiraut-sauternes-2019/583871,Other Dessert,17,Sauternes,$69.99,"Sauternes, Bordeaux, France",583871,C/I: Luxury BDX,In Stock,FNY583871_2019,"Vineyard Manager since 2016, Patrick is the winegrower responsible for producing the grapes. His role consists of harvesting the botrytised grapes at just the right moment; the quintessence is then sent on to Caroline.",Wine:Product Detail:Chateau Suduiraut Sauternes 2019,NY,PA,USD,69.99,5,1,,,winery-image,2019-03-25T23:00:34+0000,750,14.1,95,93,,,,,96,96,96,,97,,
w356,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Oak Barrels,https://www.wine.com/product/product/beaulieu-vineyard-georges-de-latour-private-reserve-2018/810540,Cabernet Sauvignon,366,Napa Valley,$134.99,"Napa Valley, California",810540,C/I: Popular,In Stock,CGM52057_2018,Beaulieu Vineyard Oak Barrels Winery Image,Wine:Product Detail:Beaulieu Vineyard Georges de Latour Private Reserve 2018,NY,PA,USD,134.99,5,1,5,1,winery-image,2018-12-19T23:42:10+0000,750,14.5,98,92,,,,,97,96,97,,98,,
w357,https://www.wine.com/list/wine/wine-spectator/7155-202/15,A precious Heritage,https://www.wine.com/product/product/chateau-canon-la-gaffeliere-2016/202265,Bordeaux Red Blends,11,St. Emilion,$106.99,"St. Emilion, Bordeaux, France",202265,C/I: Luxury BDX,In Stock,FNY202265_2016,"Residing in Saint-Emilion since 1983, Stephan von Neipperg and his wife, Sigweis, have devoted themselves tirelessly to perpetuating the family tradition at their various estates. ",Wine:Product Detail:Chateau Canon La Gaffeliere 2016,NY,PA,USD,106.99,5,1,5,1,winery-image,2018-11-15T20:23:29+0000,750,14.5,96,95,,93,,,95,95,95,,96,91,
w358,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Chateau Pavie Cellar,https://www.wine.com/product/product/chateau-pavie-2016/202496,Bordeaux Red Blends,15,St. Emilion,$439.99,"St. Emilion, Bordeaux, France",202496,C/I: Luxury BDX,In Stock,FNY202496_2016,"Fermentation takes place in oak vats, each plot is vinified separately from the harvest to the final blend. Following the fermentation, the wine is aged 18 to 24 months in barrels.",Wine:Product Detail:Chateau Pavie 2016,NY,PA,USD,439.99,5,1,5,1,winery-image,2021-07-06T22:34:45+0000,750,14.5,100,97,,,,,96,100,99,,,,
w359,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Bodegas Riojanas Winery Image,https://www.wine.com/product/product/bodegas-riojanas-monte-real-crianza-2019/1084978,Tempranillo,101,Rioja,$13.99,"Rioja, Spain",1084978,C/I: Long Tail,In Stock,MSE465981_2019,Bodegas Riojanas Winery Image,Wine:Product Detail:Bodegas Riojanas Monte Real Crianza 2019,NY,PA,USD,13.99,5,1,5,1,winery-image,2018-02-01T23:41:29+0000,750,14,92,90,,,,,,,,,,,
w360,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Krug Cellar Master Julie Cavil,https://www.wine.com/product/product/krug-brut-rose-375ml-half-bottle/109352,Sparkling Rosé,2,Champagne,$229.99,"Champagne, France",109352,C/I: Exception,In Stock,CGM20685_0,"For Krug's Cellar Master, each plot of grapes, through its wine, is like a single ingredient to a chef: carefully selected, and critical to the final composition.",Wine:Product Detail:Krug Brut Rose (375ML half-bottle),NY,PA,USD,229.99,5,1,5,1,winery-image,2021-03-11T17:41:18+0000,375,12.4,,96,,,,96,94,,,,,,
w361,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Dogliani Wine Cellar,https://www.wine.com/product/product/pecchenino-langhe-vigna-botti-nebbiolo-2021/1162450,Nebbiolo,912,Langhe,$23.99,"Langhe, Piedmont, Italy",1162450,C/I: Long Tail,In Stock,VIYITPCPN7521_2021,Pecchenino Dogliani Wine Cellar Winery Image,Wine:Product Detail:Pecchenino Langhe Vigna Botti Nebbiolo 2021,NY,PA,USD,23.99,5,1,5,1,winery-image,2018-04-30T23:56:59+0000,750,14,90,90,,,,,,90,90,,,,
w362,https://www.wine.com/list/wine/wine-spectator/7155-202/15,2018 Cabernet Sauvignon,https://www.wine.com/product/product/domaine-eden-cabernet-sauvignon-2018/1171421,Cabernet Sauvignon,502,Santa Cruz Mountains,$58.99,"Santa Cruz Mountains, California",1171421,C/I: Long Tail,In Stock,DBWDB0454_18_2018,"Domaine Eden Cabernet Sauvignon 2018 from Santa Cruz Mountains, California - Balanced aromas of cassis and loamy earth frame the nose. Fresh, lively flavors of savory herb and blackberry engage the palate. The depth of flavor and length ...",Wine:Product Detail:Domaine Eden Cabernet Sauvignon 2018,NY,PA,USD,58.99,5,1,,,,,750,14,,91,,,,93,94,,,,94,,
w363,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Chateau Branaire-Ducru Winery Image,https://www.wine.com/product/product/chateau-branaire-ducru-2016/202253,Bordeaux Red Blends,231,St-Julien,$79.99,"St-Julien, Bordeaux, France",202253,C/I: Luxury BDX,In Stock,FNY202253_2016,Chateau Branaire-Ducru Winery Image,Wine:Product Detail:Chateau Branaire-Ducru 2016,NY,PA,USD,79.99,5,1,5,1,winery-image,2018-02-01T23:41:38+0000,750,13.5,95,96,,94,,,95,94,92,,,,
w364,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Barbara Widmer,https://www.wine.com/product/product/brancaia-chianti-classico-riserva-2019/1206020,Sangiovese,97,Chianti Classico,$49.99,"Chianti Classico, Chianti, Tuscany, Italy",1206020,C/I: Long Tail,In Stock,CGM55469_2019,"Today, Barbara directs BRANCAIA’s three Tuscan estates, carrying on her family’s tradition of growing the highest quality grapes and crafting exceptional, terroir-driven wines from Tuscany.",Wine:Product Detail:Brancaia Chianti Classico Riserva 2019,NY,PA,USD,49.99,5,1,,,winery-image,2020-07-27T18:56:14+0000,750,14,,94,,,,,,94,93,,,,
w365,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Baron Albert Frère and Bernard Arnault,https://www.wine.com/product/product/chateau-cheval-blanc-2015/153462,Bordeaux Red Blends,8,St. Emilion,$939.99,"St. Emilion, Bordeaux, France",153462,C/I: Luxury BDX,In Stock,FNY153462_2015,"Two old friends and lovers of great wine, joined forces to became the owners of this fabled Chateau in Saint-Emilion. They injected a dynamic new spirit, while respecting the Chateau's history and existing facilities. ",Wine:Product Detail:Chateau Cheval Blanc 2015,NY,PA,USD,939.99,5,1,5,1,winery-image,2018-10-18T17:08:04+0000,750,14.5,99,98,,98,,,100,100,98,,,,
w366,https://www.wine.com/list/wine/wine-spectator/7155-202/15, Entrée Crayère From Bouteille,https://www.wine.com/product/product/charles-heidsieck-vintage-brut-2012/719866,Vintage Sparkling Wine,13,Champagne,$115.99,"Champagne, France",719866,C/I: Long Tail,In Stock,TON13693_12_6PK_2012,Charles Heidsieck  Entrée Crayère From Bouteille Winery Image,Wine:Product Detail:Charles Heidsieck Vintage Brut 2012,NY,PA,USD,115.99,5,1,5,1,winery-image,2020-03-24T01:02:21+0000,750,12,95,93,,,,,,94,95,,,,
w367,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Tenuta di Capraia  Winery Image,https://www.wine.com/product/product/tenuta-di-capraia-chianti-classico-2020/1255248,Sangiovese,2408,Chianti Classico,$21.99,"Chianti Classico, Chianti, Tuscany, Italy",1255248,C/I: Long Tail,In Stock,TON83081_20_2020,Tenuta di Capraia  Winery Image,Wine:Product Detail:Tenuta di Capraia Chianti Classico 2020,NY,PA,USD,21.99,5,1,5,1,winery-image,2020-02-25T16:39:12+0000,750,14,91,91,90,,,,,,,,,,
w368,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Limestone Soil,https://www.wine.com/product/product/simonnet-febvre-chablis-mont-de-milieu-premier-cru-2020/1253983,Chardonnay,204,Chablis,$62.99,"Chablis, Burgundy, France",1253983,C/I: Long Tail,In Stock,TON11252_20_2020,Simonnet-Febvre Limestone Soil Winery Image,Wine:Product Detail:Simonnet-Febvre Chablis Mont de Milieu Premier Cru 2020,NY,PA,USD,62.99,5,1,5,1,winery-image,2023-06-26T21:39:25+0000,750,13,93,90,,,,,,,,,,,
w369,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Galerie Imperiale,https://www.wine.com/product/product/moet-and-chandon-imperial-brut-15-liter-magnum/18224,Non-Vintage Sparkling Wine,178,Champagne,$139.99,"Champagne, France",18224,C/I: Exception,In Stock,CGM8530_0,Moët & Chandon Galerie Imperiale Winery Image,Wine:Product Detail:Moet & Chandon Imperial Brut (1.5 Liter Magnum),NY,PA,USD,139.99,5,1,5,1,winery-image,2018-07-26T18:14:41+0000,1500,12,91,91,,,,,,,,93,,,
w370,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Ceretto  Winery Image,https://www.wine.com/product/product/ceretto-barolo-2018/1186101,Nebbiolo,728,Barolo,$66.99,"Barolo, Piedmont, Italy",1186101,C/I: Popular,In Stock,TON83515_18_2018,Ceretto  Winery Image,Wine:Product Detail:Ceretto Barolo 2018,NY,PA,USD,66.99,5,1,5,1,winery-image,2019-03-20T15:36:01+0000,750,14.5,93,92,92,,,,,93,,,,,
w371,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Nate Klostermann Argyle Winemaker,https://www.wine.com/product/product/argyle-brut-2018/1171441,Vintage Sparkling Wine,412,Willamette Valley,$26.99,"Willamette Valley, Oregon",1171441,C/I: Popular,In Stock,WBO30297196_2018,Argyle Nate Klostermann Argyle Winemaker Winery Image,Wine:Product Detail:Argyle Brut 2018,NY,PA,USD,26.99,5,1,5,1,winery-image,2019-03-25T23:01:06+0000,750,12.5,90,92,91,,,,,,,,,,
w372,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Beaune Greves Vigne de l'Enfant Jesus,https://www.wine.com/product/product/bouchard-pere-and-fils-beaune-du-chateau-premier-cru-rouge-2018/662626,Pinot Noir,292,Beaune,$53.99,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",662626,C/I: Long Tail,In Stock,PIN551971_2018,"In 1791, after the French Revolution, when the Church properties were sold, Bouchard Père & Fils won the bid for this vineyard of almost 4 ha, situated in the heart of Beaune Grèves’ appellation, and still holds the exclusivity today.",Wine:Product Detail:Bouchard Pere & Fils Beaune du Chateau Premier Cru Rouge 2018,NY,PA,USD,53.99,5,1,,,winery-image,2018-10-19T18:04:06+0000,750,13.5,92,91,,,,,,,,,,,
w373,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Quinta Bomfim Terraces,https://www.wine.com/product/product/dows-10-year-old-tawny-port/1811,Port,283,Douro,$38.99,"Douro, Portugal",1811,C/I: Long Tail,In Stock,WBO30212146_0,Dow's Quinta Bomfim Terraces Winery Image,Wine:Product Detail:Dow's 10 Year Old Tawny Port,NY,PA,USD,38.99,5,1,5,1,winery-image,2019-05-28T20:13:36+0000,750,20,,92,92,,,,90,92,,,,,
w374,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Kevin Judd and Dixie,https://www.wine.com/product/product/greywacke-sauvignon-blanc-2022/1203064,Sauvignon Blanc,264,Marlborough,$23.99,"Marlborough, New Zealand",1203064,C/I: Popular,In Stock,WLD20168_2022,Greywacke Kevin Judd and Dixie Winery Image,Wine:Product Detail:Greywacke Sauvignon Blanc 2022,NY,PA,USD,23.99,5,1,5,1,winery-image,2019-03-25T20:39:21+0000,750,13.5,,95,,,,,,,,,90,,
w375,https://www.wine.com/list/wine/wine-spectator/7155-202/15,Ettore Germano Winery Image,https://www.wine.com/product/product/ettore-germano-barolo-cerretta-2017/1016187,Nebbiolo,9,Barolo,$67.99,"Barolo, Piedmont, Italy",1016187,C/I: Long Tail,In Stock,SXWGMO10317_2017,Ettore Germano Winery Image,Wine:Product Detail:Ettore Germano Barolo Cerretta 2017,NY,PA,USD,67.99,5,1,,,winery-image,2018-02-01T23:41:21+0000,750,14.5,,94,,,,,,94,94,,,,
w376,https://www.wine.com/list/wine/wine-spectator/7155-202/16,Force Majeure Winery Image,https://www.wine.com/product/product/force-majeure-epinette-2015/768659,Bordeaux Red Blends,24,Red Mountain,$109.99,"Red Mountain, Yakima Valley, Columbia Valley, Washington",768659,C/I: Long Tail,In Stock,ASWFMEPIN15_2015,Force Majeure Winery Image,Wine:Product Detail:Force Majeure Epinette 2015,NY,PA,USD,109.99,5,1,,,winery-image,2018-02-01T23:41:27+0000,750,15,,90,,,,,,95,94,,,,
w377,https://www.wine.com/list/wine/wine-spectator/7155-202/16,Original Storage Tanks,https://www.wine.com/product/product/heitz-cellar-lot-c-91-cabernet-sauvignon-2017/780380,Cabernet Sauvignon,561,Napa Valley,$104.99,"Napa Valley, California",780380,C/I: MAP,In Stock,PIN567485_2017,Heitz Cellar Original Storage Tanks Winery Image,Wine:Product Detail:Heitz Cellar Lot C-91 Cabernet Sauvignon 2017,NY,PA,USD,104.99,5,1,5,1,winery-image,2020-05-28T21:57:12+0000,750,14.5,96,91,,96,,,90,92,,,,,
w378,https://www.wine.com/list/wine/wine-spectator/7155-202/16,"Seghesio, Bonded Winery No. 850",https://www.wine.com/product/product/seghesio-old-vine-zinfandel-2021/1228465,Zinfandel,110,Sonoma County,$39.99,"Sonoma County, California",1228465,C/I: Popular,In Stock,WBO30307922_2021,"Seghesio Family Vineyards was one of only a handful of wineries to survive Prohibition in Sonoma County and today we are Bonded Winery No. 850!
",Wine:Product Detail:Seghesio Old Vine Zinfandel 2021,NY,PA,USD,39.99,5,1,,,winery-image,2023-01-12T23:59:04+0000,750,15,,94,,,,,,,,,,,
w379,https://www.wine.com/list/wine/wine-spectator/7155-202/16,Quinta do Portal  Winery Image,https://www.wine.com/product/product/quinta-do-portal-reserva-tinto-2017/805289,Other Red Blends,43,Douro,$29.99,"Douro, Portugal",805289,C/I: Long Tail,In Stock,EDV132383_2017_2017,Quinta do Portal  Winery Image,Wine:Product Detail:Quinta do Portal Reserva Tinto 2017,NY,PA,USD,29.99,5,1,5,1,winery-image,2020-03-18T19:44:30+0000,750,14.5,,93,,,,,,92,,,,,
w380,https://www.wine.com/list/wine/wine-spectator/7155-202/16,Sisters Maria and Luisa Ponzi,https://www.wine.com/product/product/ponzi-reserve-pinot-noir-2018/1181661,Pinot Noir,26,Chehalem Mountains,$79.99,"Chehalem Mountains, Willamette Valley, Oregon",1181661,C/I: Popular,In Stock,VNT0500030018_03_2018,Ponzi Sisters Maria and Luisa Ponzi Winery Image,Wine:Product Detail:Ponzi Reserve Pinot Noir 2018,NY,PA,USD,79.99,5,1,5,1,winery-image,2018-09-20T17:31:27+0000,750,14.2,95,92,,,,,93,95,,,,,
w381,https://www.wine.com/list/wine/wine-spectator/7155-202/16,The Winery in Winter,https://www.wine.com/product/product/trimbach-cuvee-frederic-emile-riesling-2014/1097777,Riesling,27,Alsace,$114.99,"Alsace, France",1097777,C/I: Popular,In Stock,EDV110936_2014_2014,Trimbach The Winery in Winter Winery Image,Wine:Product Detail:Trimbach Cuvee Frederic Emile Riesling 2014,NY,PA,USD,114.99,5,1,,,winery-image,2019-06-07T23:09:13+0000,750,13.5,96,95,,,,,,94,,,,,
w382,https://www.wine.com/list/wine/wine-spectator/7155-202/16,"La Grande Dame, the Glory of Pinot Noir",https://www.wine.com/product/product/veuve-clicquot-brut-rose-15-liter-magnum/150710,Sparkling Rosé,154,Champagne,$189.97,"Champagne, France",150710,C/I: Exception,In Stock,CGM14637_0,"More than 200 years ago, Madame Clicquot was already particularly fond of this grape variety. The predominance of Pinot Noir marks out the style of Veuve Clicquot, and has become the signature of the House.​",Wine:Product Detail:Veuve Clicquot Brut Rose (1.5 Liter Magnum),NY,PA,USD,189.97,5,1,5,1,winery-image,2022-07-19T00:16:26+0000,1500,12.5,92,90,,90,,93,,,,,,,
w383,https://www.wine.com/list/wine/wine-spectator/7155-202/16,Sustainable Farming,https://www.wine.com/product/product/lecole-41-columbia-valley-syrah-2019/1078864,Syrah/Shiraz,154,Columbia Valley,$28.99,"Columbia Valley, Washington",1078864,C/I: Popular,In Stock,WBO30291721_2019,"Today we are at the forefront of sustainable farming in the Walla Walla Valley, notably with our Estate Ferguson and Estate Seven Hills Vineyards, both of which are certified sustainable and certified Salmon Safe.",Wine:Product Detail:L'Ecole 41 Columbia Valley Syrah 2019,NY,PA,USD,28.99,5,1,5,1,winery-image,2018-04-27T22:55:25+0000,750,15,,92,,,,,91,,90,,,,
w384,https://www.wine.com/list/wine/wine-spectator/7155-202/16,Henriot Winery Video,https://www.wine.com/product/product/henriot-cuvee-hemera-with-gift-box-2006/827496,Vintage Sparkling Wine,73,Champagne,$199.99,"Champagne, France",827496,C/I: Long Tail,In Stock,PIN525416_2006,Henriot Winery Video,Wine:Product Detail:Henriot Cuvee Hemera with Gift Box 2006,NY,PA,USD,199.99,5,1,,,winery-video,2018-10-19T17:32:59+0000,750,12,94,94,,93,,,97,93,,,,,
w385,https://www.wine.com/list/wine/wine-spectator/7155-202/16,Pierre Gimonnet Winery Image,https://www.wine.com/product/product/pierre-gimonnet-premier-cru-blanc-de-blancs-brut/782223,Non-Vintage Sparkling Wine,75,Champagne,$63.99,"Champagne, France",782223,C/I: Long Tail,In Stock,SKRFRKPG01NV_0,Pierre Gimonnet Winery Image,Wine:Product Detail:Pierre Gimonnet Premier Cru Blanc de Blancs Brut,NY,PA,USD,63.99,5,1,5,1,winery-image,2018-02-01T23:41:48+0000,750,12.5,92,90,,91,,93,,91,,,,,
w386,https://www.wine.com/list/wine/wine-spectator/7155-202/16,De Toren Cellar,https://www.wine.com/product/product/de-toren-fusion-v-2018/871819,Bordeaux Red Blends,244,Stellenbosch,$56.99,"Stellenbosch, South Africa",871819,C/I: Long Tail,In Stock,PIN544382_2018,"As a result of De Toren’s innovative, minimal intervention production methods, their wines were among the first South African bottlings to qualify for IPW (Integrated Production of Wine) certification by the Wine and Spirits Board.",Wine:Product Detail:De Toren Fusion V 2018,NY,PA,USD,56.99,5,1,,,winery-image,2020-04-07T00:19:25+0000,750,14.7,92,91,,,,90,,91,,,,,
